1.0,1.0,611
1.0,1.0,308
1.0,1.0,27
1.0,1.0,706
1.0,1.0,837
1.0,1.0,497
1.0,1.0,348
1.0,1.0,609
1.0,0.9,800
1.0,1.0,330
1.0,1.0,611
1.0,1.0,308
0.75,0.75,228
0.8888889,1.0,395
1.0,1.0,199
1.0,1.0,706
1.0,1.0,837
1.0,1.0,26
1.0,1.0,545
1.0,1.0,497
1.0,1.0,611
1.0,1.0,308
1.0,1.0,137
1.0,1.0,706
1.0,1.0,304
1.0,1.0,837
1.0,1.0,327
1.0,1.0,497
1.0,1.0,348
1.0,1.0,609
1.0,1.0,611
1.0,1.0,308
0.8888889,1.0,395
1.0,1.0,199
1.0,1.0,706
1.0,1.0,837
1.0,1.0,545
1.0,1.0,497
1.0,1.0,609
1.0,0.9,800
1.0,1.0,308
1.0,1.0,175
1.0,1.0,185
1.0,1.0,706
1.0,1.0,837
1.0,1.0,202
1.0,1.0,327
1.0,1.0,106
1.0,1.0,105
1.0,1.0,200
0.6363636,0.7777778,5
1.0,1.0,308
0.0,0.0,1
0.125,0.11111111,1
0.0,0.0,3
0.0,0.0,7
1.0,1.0,35
0.2857143,0.18181819,2
0.0,0.0,1
1.0,1.0,366
1.0,1.0,4
0.2857143,0.2,3
1.0,1.0,67
1.0,1.0,895
1.0,1.0,188
0.375,0.3,12
1.0,1.0,535
1.0,1.0,27
1.0,1.0,13
0.1,0.083333336,2
1.0,1.0,175
0.85714287,0.85714287,21
1.0,1.0,185
1.0,1.0,71
1.0,1.0,837
1.0,1.0,202
1.0,1.0,54
1.0,1.0,327
1.0,1.0,70
1.0,1.0,71
0.7,0.6363636,5
0.5,0.44444445,3
1.0,1.0,5
1.0,1.0,71
1.0,1.0,33
0.8888889,0.8888889,42
1.0,1.0,123
0.11111111,0.1,2
0.0,0.0,1
1.0,1.0,12
1.0,1.0,308
1.0,1.0,175
1.0,1.0,185
1.0,1.0,706
1.0,1.0,837
1.0,1.0,202
1.0,1.0,42
1.0,1.0,327
1.0,1.0,106
1.0,1.0,105
1.0,1.0,7
1.0,1.0,678
0.8888889,0.8888889,885
1.0,1.0,6
0.125,0.14285715,124
1.0,1.0,41
1.0,1.0,11
1.0,1.0,202
1.0,1.0,17
0.8888889,0.8888889,42
1.0,1.0,175
