80 2780 11073 2030 2794 11243 2813 2782 11167,80 2780 11073 2030 2794 11243 2813 2782 11167,0
142 661 15 267 10 14 204,142 661 15 267 10 14 204,0
2 2161 0 6315 2579 40 1623 1 2592,2 2161 0 6315 2579 40 1623 1 2592,0
1 738 20 2 60 212 89 1001 79,1 738 20 2 60 212 89 1001 79,0
1 738 20 2 60 212 89 1001 79,1 738 20 2 60 212 89 1001 79,0
1 738 20 2 60 212 89 1001 79,1 738 20 2 60 212 89 1001 79,0
1 738 20 2 60 212 89 1001 79,1 738 20 2 60 212 89 1001 79,0
857 2 9 546 16716 1928 1 0 29 132 26,857 2 9 546 16716 1928 1 0 29 132 26,0
66 92 2483 221 4657 17 4660 45 62,66 92 2483 221 4657 17 4660 45 62,0
1316 121 252 473 185 425 2 2272 631 1 1451,1316 121 252 473 185 425 2 2272 631 1 1451,0
240 2265 1 121 252 185 425,240 2265 1 121 252 185 425,0
128 18319 44 488 369 34 582 132 59,128 18319 44 488 369 34 582 132 59,0
364 512 10944 10910 1 10897 10882,364 512 10944 10910 1 10897 10882,0
512 19 62 5 1 0 1472 1650 3,512 19 62 5 1 0 1472 1650 3,0
2 5171 546 1 0 29 128 132 26,2 5171 546 1 0 29 128 132 26,0
4151 4233 4239 4212 4241 7732 105 4201,4151 4233 4239 4212 4241 7732 105 4201,0
6 502 1 182 265 185 425,6 502 1 182 265 185 425,0
2 257 244 1 68 263 121 0 29 12 209,2 257 244 1 68 263 121 0 29 12 209,0
285 546 132 570 0 29 128 1 1160,285 546 132 570 0 29 128 1 1160,0
35 3 185 105 2 2128 257 244 1 1163 1946,35 3 185 105 2 2128 257 244 1 1163 1946,0
2 464 5219 1 5190 13 188 3396 419 27 1308,2 464 5219 1 5190 13 188 3396 417 2703,5
177 4647 4673 238 2 225 6538 45 429 4671 1 4651 19,177 4647 4673 238 2 225 6538 45 429 4671 1 4651 19,0
580 1078 33 257 1410 121 473,580 1078 33 257 1410 121 473,0
184 432 1134 1661 326 1620 29 128 874 71 1920,184 432 1134 1661 326 1620 29 128 874 71 1920,0
34 2 103 2888 546 27 1 120,34 2 103 2888 546 27 1 120,0
2 364 512 62 10938 537 10960 11 1 36,2 364 512 62 10938 537 10960 11 1 36,0
364 512 62 5 1 0 1472 1650 3,364 512 62 5 1 0 1472 1650 3,0
2 546 4642 1 4 1754 0 29 26,2 546 4642 1 4 1754 0 29 26,0
857 2 546 1 0 29 132 26,857 2 546 1 0 29 132 26,0
3 4119 11770 3165 1573 14 4 350,3 4119 11770 3165 1573 14 4 350,0
153 351 20137 19940 1 0 29 3671 27,153 351 20137 19940 1 0 29 3671 27,0
21019 34 21403 2 132 1 0 29 128,21019 34 21403 2 132 1 0 29 128,0
16338 16492 16340 16414 5 16285 16374 16468 16370 16384 16404,16338 16492 16340 16414 5 16285 16374 16468 16370 16384 16404,0
0 29 22997 23414 22352 2 1 55,0 29 22997 23414 22352 2 1 55,0
1573 1014 82 835 4 350 20642 21799,1573 1014 82 835 4 350 20642 21799,0
18237 18036 12079 18189 18153 17880 172 17740 17909,18237 18036 12079 18189 18153 17880 172 17740 17909,0
3 17560 2 11407 6876 5 1 7143 17672 7047 17388,3 17560 2 11407 6876 5 1 7143 17672 7037 17,4
1 13792 23142 0 12113 16 12087 2 12079,1 13792 23142 0 12113 16 12087 2 12079,0
433 50 23329 625 2 0 29 1 22451,433 50 23329 625 2 0 29 1 22451,0
21796 1 21873 20958 0 29 128 21665 20526,26796 1 29037 0 29 23733 278 23818 806,23
37 18 77 1 4 350 0 56 3 428 21 1443,37 18 77 1 4 350 0 56 3 428 21 1443,0
123 597 3 9 750 71 23,123 597 3 9 750 71 23,0
1 3522 10062 1184 0 16 234 8,1 3522 10062 1184 0 16 23 1,2
16 234 10423 61 452 39 10281 2 2149 8 1 5776,16 234 10423 61 452 39 10281 2 2149 8 1 5776,0
206 786 38 1057 8 14 1 2172,206 786 38 1057 8 14 1 2172,0
0 10059 3352 10773 16 10763 6 3013 10047 10329 323 1 36,0 10059 3352 10773 16 10763 6 3013 10047 10329 323 1 36,0
106 12 3 49 8 3259 119 1183 1,106 12 3 49 8 3259 119 1138 1,2
1849 886 5 1 418 8 23,8 26 2856 1 2663 95 2099 728,20
1318 125 1 1125 10877 0 988 2 10389,1318 125 1 1125 10877 0 988 2 10389,0
6132 911 16 1435 4806 2223 19 8 14 2276 6140 1 172,6132 911 16 1435 4806 2223 19 8 14 2276 6140 1 172,0
2 1849 886 5 1 418 8,2 1849 886 5 1 418 8,0
