2 43 6 265 0 10 595 980 46,41111 74331 5 49 26 16 16 74 0,23
6 17230 1435 24 22311 0 53620,2 30 6 0 276 26669 727,20
6 55731 0 92 154 18398 2,207 238 533 232 170 138 19 122,19
5218 6 5 54241 561 4 1785 1 53214 10 595 0,1883 3 46 16 31 15596 100 33 104 29,28
2 47 803 47070 154 269 46 418 298 0 647,2 168 118 1 19195 149 715 0 55,26
24 6 135 10409 3547 1 0 23939,351 1711 2 0 714 5177 1 39 36,21
583 44475 2 41202 0 197 35 803 598,112 94 62 5 2137 90 97,23
4040 14 4 5103 3415 1435 34 13 3 12257 3980 7 5607,156 3 1410 9 21 9 2225 5 2318,34
0 4 1785 5103 1435 13 9254 46 84 3 53,7 145 0 55 90 92 6 197 2 735,22
28821 28952 27847 52043 780 0 2 551,10457 15807 414 82 135 35602 8 3098 16051,30
23954 81 1 1435 2 5437 3980 6 26 961 0,2 1199 3377 8811 21290 0 55 39303 2 16201,27
46411 47194 81 1 46 47612 1192 94635 16221 689 12188 6,10 111 11 11 11 13 11 13 110 94 0 10 190,35
6845 1483 34270 154 4651 1 64 46 2 551 83,21205 50561 12 29 0 1 183 248,30
9 18 16723 16673 561 1901 14243 14109 13978,74 7 17 54 3975 20 6531 17 24,29
18 158 1483 2264 20 64 1762,12 8 2 6 5 215 0 899 2,18
739 3 2556 2 45649 6 135 0 4 43434,84 3 146 27 29959 18 56 26 164 13,23
2 9 43 135 29 0 1 20 6 18,42 32 34978 28 0 1 68 137,15
2 9 29 1 20 6 18 0 6295,3 200 2011 219 1818 7 3,15
30970 28 40029 4 16324 44636 41688 4397 12330 9491,12459 415 66239 1325 13 64 74 153 65214 621,37
1694 11218 59418 83 6 25130 64 2 551 13024 265 0,428 148 224 191 233 433 324 6381 293 997 209,35
28952 27847 780 0 1 52846 2 551,2 26921 26 0 1 19 3 29459,19
29 0 1 20 106 6 18,1416 81 1 19 0 167 55,14
84 3 2 7 21 6 28 135 54867 0 22965 15634,83 2 116 0 1 29 2 133 2 279 90,25
29 149 0 1 20 788 2 1292 6 18 1807 16613,1492 32 2 5 47 16 147 0 44 1558,27
12330 0 14 16169 1 4942 45025 33235 23308,34985 2 31361 21228 6 19 0 35 74,30
0 54458 1 18364 1435 6 16,1478 11050 7 16 4 1168 5 88,18
52773 24005 6 2659 0 109 25228 33520 2,30 2 295 14 4180 3 311,27
400 17659 54083 44821 3 40861 5,3 2 9 10822 0 41552 687 1798,25
12 3 16225 6 5 135 0 4 2 551,3 10683 18 9 16 49 290 16 17,21
73 43 3018 135 0 1 2 17654 6 5 28,41 3 2 5 5 2738 0 147,22
46 2 6 28 0 84 3,2 24 30 225 168 64 767 0,16
197 73 135 1 19457 2 1292 43 41384 6 8985 1807 0,8 2 13850 12222 39 4646 3051 16443 5 0 4247,34
1707 2548 2033 2059 2494 13202 2054 1973,5915 5224 5405 2281 401 2584 5001 5761 1223,28
23996 233 0 24064 45119 42918 41423 6 42744,0 30230 15195 41 3 18727 9861 66823 5 14223,32
2 24 43979 135 10409 0 45 14156 6 8507,2 21 6 1429 2518 0 1900 1193 3410 175,26
1785 23992 9254 2 5437 83 6 0,4338 427 35988 3 2 735 0 133,22
9 28 0 1 20 6 18 29 2945,9 46 26 4 128 64 599 397 18,17
36 3 8 54 7 17 5,50077 55 0 405 52 2521 29985 61869 5,27
